Team;TS%;eFG%;Total S%;ORB%;DRB%;TRB%;AST%;TOV%;STL%;BLK%;PPS;FIC40;ORtg;DRtg;eDiff;Poss;Pace;Season
Indiana;.525;.478;155.1;30.5;68.8;49.3;62.8;13.2;8.6;4.7;1.2;62.7;106.4;107.0;-0.6;8176.2;98.5;1986-1987
Denver;.527;.478;151.1;32.2;67.0;48.5;61.9;11.7;8.6;6.0;1.2;69.9;109.6;110.4;-0.8;8731.7;105.9;1986-1987
Washington;.511;.457;141.6;34.5;63.4;48.7;52.1;13.2;9.2;9.7;1.2;63.5;105.9;107.3;-1.4;8203.1;99.9;1986-1987
Golden State;.539;.487;157.9;32.5;65.3;48.7;58.7;13.6;8.5;4.7;1.2;63.8;109.1;111.4;-2.3;8422.4;101.6;1986-1987
Phoenix;.550;.502;150.0;32.1;65.7;49.2;65.8;15.0;8.4;5.7;1.3;66.9;108.3;110.7;-2.4;8410.9;101.7;1986-1987
Sacramento;.535;.480;152.2;35.2;67.8;51.4;62.0;13.9;6.2;5.6;1.2;65.1;109.1;112.3;-3.2;8337.6;101.2;1986-1987
Cleveland;.519;.476;140.6;34.4;65.9;50.2;57.1;16.2;8.1;7.9;1.2;60.3;102.9;106.7;-3.8;8315.4;101.0;1986-1987
New Jersey;.541;.487;156.7;33.2;68.2;50.7;59.0;16.3;7.6;5.8;1.3;58.8;105.8;110.7;-4.9;8408.5;101.6;1986-1987
San Antonio;.524;.481;150.6;34.3;68.1;50.5;62.9;14.0;9.3;4.7;1.2;65.1;106.1;111.1;-5.0;8372.0;101.5;1986-1987
New York;.528;.483;154.9;31.1;61.9;46.4;58.3;14.8;8.7;5.8;1.2;57.7;105.1;111.4;-6.3;8096.0;98.2;1986-1987
L.A. Clippers;.507;.457;141.7;31.8;64.3;46.8;59.5;14.6;8.9;6.2;1.2;57.3;101.7;112.8;-11.1;8425.8;102.2;1986-1987
Boston;.564;.518;165.4;31.4;71.6;52.8;63.9;13.8;7.7;7.1;1.3;75.2;112.3;103.0;9.3;8336.2;100.8;1985-1986
Milwaukee;.552;.501;158.6;33.8;67.4;50.8;59.9;13.7;9.6;6.9;1.3;69.4;111.8;103.0;8.8;8398.0;101.8;1985-1986
L.A. Lakers;.575;.532;163.9;33.1;69.9;52.3;63.3;14.7;8.2;5.8;1.3;74.0;113.7;106.2;7.5;8461.8;102.4;1985-1986
Houston;.537;.496;149.7;35.5;67.3;51.2;61.5;13.4;8.8;7.7;1.2;72.0;110.3;107.8;2.5;8502.4;103.3;1985-1986
Atlanta;.542;.493;142.1;34.8;66.6;50.9;58.7;14.9;8.9;6.4;1.3;64.1;108.4;106.0;2.4;8219.4;99.6;1985-1986
Philadelphia;.546;.490;147.5;37.3;66.7;52.0;58.7;15.8;10.4;7.0;1.3;67.6;109.0;106.7;2.3;8303.9;100.1;1985-1986
Denver;.527;.475;150.3;30.9;64.1;46.8;57.7;12.7;9.4;5.9;1.2;66.4;107.6;106.4;1.2;8747.3;106.3;1985-1986
Detroit;.534;.488;156.9;33.5;67.6;50.1;61.8;13.1;8.6;4.8;1.2;69.1;109.3;108.2;1.1;8565.7;103.9;1985-1986
Dallas;.562;.510;159.2;30.0;66.9;48.8;58.1;13.1;7.2;5.0;1.3;69.4;112.3;111.2;1.1;8416.6;102.0;1985-1986
Portland;.554;.501;153.0;32.8;66.3;49.5;60.4;15.1;10.0;5.1;1.3;66.5;109.4;108.4;1.0;8622.6;104.2;1985-1986
Seattle;.530;.478;151.4;33.2;68.7;50.5;59.3;14.7;9.3;4.5;1.2;58.0;106.2;106.3;-0.1;8061.9;97.2;1985-1986
Utah;.536;.490;141.1;29.8;67.2;48.8;63.7;15.3;8.5;9.4;1.3;66.2;104.6;104.9;-0.4;8484.1;102.9;1985-1986
San Antonio;.555;.510;148.6;31.7;67.6;50.2;62.9;16.3;9.4;5.6;1.3;65.9;106.8;108.6;-1.8;8535.7;103.4;1985-1986
Washington;.518;.471;149.3;29.1;66.1;47.7;52.8;13.8;7.7;10.1;1.2;60.4;103.4;105.2;-1.8;8165.0;98.7;1985-1986
New Jersey;.535;.489;144.3;33.3;70.6;51.9;60.0;15.6;8.8;5.1;1.2;62.9;105.3;107.2;-1.9;8497.2;103.0;1985-1986
Cleveland;.535;.490;156.8;30.4;68.4;49.4;59.4;14.4;7.5;6.3;1.2;61.4;105.8;108.7;-2.8;8347.8;101.3;1985-1986
Phoenix;.552;.506;143.7;31.3;68.3;50.6;64.5;17.6;9.0;5.4;1.3;62.5;104.6;107.4;-2.8;8626.7;104.5;1985-1986
Sacramento;.541;.492;149.7;32.7;67.5;50.2;65.1;15.4;7.2;5.6;1.2;63.4;106.5;109.5;-3.0;8379.9;101.7;1985-1986
Indiana;.525;.483;138.1;31.4;71.3;51.5;62.7;15.5;7.9;5.6;1.2;61.5;102.9;106.2;-3.3;8277.9;100.6;1985-1986
Golden State;.536;.488;155.5;33.5;66.7;49.5;55.3;13.7;8.7;4.9;1.2;65.1;108.6;111.9;-3.3;8562.6;103.9;1985-1986
Chicago;.538;.487;153.0;35.2;67.3;50.7;57.7;14.4;7.4;5.8;1.2;61.7;109.0;112.8;-3.8;8222.9;99.4;1985-1986
New York;.505;.466;148.9;29.4;65.1;46.4;57.9;14.9;8.9;4.8;1.2;51.2;100.1;105.8;-5.7;8084.7;98.0;1985-1986
L.A. Clippers;.534;.477;152.3;32.1;64.0;47.9;58.1;15.0;8.2;6.8;1.2;61.8;105.7;112.5;-6.7;8424.8;102.4;1985-1986
L.A. Lakers;.589;.551;161.2;33.8;67.1;0.0;0.0;15.7;0.0;0.0;1.3;77.4;114.1;107.0;7.1;0.0;103.2;1984-1985
Milwaukee;.545;.497;155.1;35.4;65.6;0.0;0.0;14.2;0.0;0.0;1.3;66.4;110.5;103.6;6.9;0.0;99.7;1984-1985
Boston;.564;.515;167.0;32.8;70.4;0.0;0.0;13.8;0.0;0.0;1.3;73.7;112.8;106.3;6.5;0.0;101.6;1984-1985
Philadelphia;.561;.497;155.9;37.4;66.6;0.0;0.0;16.0;0.0;0.0;1.3;68.7;111.3;107.3;4.0;0.0;100.8;1984-1985
Portland;.554;.506;150.6;34.0;64.4;0.0;0.0;14.8;0.0;0.0;1.3;70.1;110.4;107.2;3.2;0.0;103.5;1984-1985
Detroit;.529;.483;149.4;35.4;69.6;0.0;0.0;13.0;0.0;0.0;1.2;70.3;109.6;107.2;2.4;0.0;105.0;1984-1985
Denver;.540;.491;158.2;33.6;66.1;0.0;0.0;13.2;0.0;0.0;1.2;71.4;110.7;108.4;2.3;0.0;107.6;1984-1985
Dallas;.549;.499;162.6;30.7;68.8;0.0;0.0;12.5;0.0;0.0;1.3;66.7;111.5;109.3;2.2;0.0;98.8;1984-1985
Houston;.540;.507;142.3;37.4;67.4;0.0;0.0;16.0;0.0;0.0;1.2;67.7;107.9;106.3;1.6;0.0;102.2;1984-1985
San Antonio;.565;.517;154.8;33.2;68.5;0.0;0.0;15.6;0.0;0.0;1.3;69.9;109.9;109.0;0.9;0.0;103.9;1984-1985
New Jersey;.532;.493;145.1;33.9;68.2;0.0;0.0;13.8;0.0;0.0;1.2;66.0;107.9;107.7;0.2;0.0;101.0;1984-1985
Utah;.534;.483;158.3;29.0;65.3;0.0;0.0;15.8;0.0;0.0;1.2;66.2;103.3;103.4;-0.1;0.0;105.1;1984-1985
Washington;.524;.486;149.6;27.5;68.2;0.0;0.0;13.4;0.0;0.0;1.2;62.0;104.3;104.6;-0.3;0.0;100.3;1984-1985
Chicago;.556;.502;146.4;32.2;67.5;0.0;0.0;15.4;0.0;0.0;1.3;62.8;108.7;109.6;-0.9;0.0;99.4;1984-1985
Atlanta;.536;.489;154.6;32.5;63.8;0.0;0.0;15.3;0.0;0.0;1.2;62.0;105.9;107.3;-1.4;0.0;99.8;1984-1985
Phoenix;.544;.497;154.5;29.8;68.3;0.0;0.0;16.3;0.0;0.0;1.2;63.6;104.7;106.8;-2.1;0.0;102.5;1984-1985
Kansas City;.559;.508;154.8;34.0;66.6;0.0;0.0;15.9;0.0;0.0;1.3;66.0;109.5;112.1;-2.6;0.0;104.4;1984-1985
Cleveland;.526;.478;150.7;32.9;66.9;0.0;0.0;14.1;0.0;0.0;1.2;62.7;106.0;108.7;-2.7;0.0;101.9;1984-1985
L.A. Clippers;.543;.499;155.1;33.8;66.1;0.0;0.0;16.4;0.0;0.0;1.2;61.5;105.8;110.3;-4.5;0.0;100.9;1984-1985
New York;.530;.487;146.7;31.7;63.3;0.0;0.0;15.2;0.0;0.0;1.2;55.2;104.9;109.6;-4.7;0.0;99.5;1984-1985
Seattle;.529;.477;148.8;30.0;67.3;0.0;0.0;15.9;0.0;0.0;1.2;58.5;102.8;108.2;-5.4;0.0;99.3;1984-1985
Indiana;.527;.478;141.4;31.7;70.5;0.0;0.0;16.1;0.0;0.0;1.2;58.7;102.5;108.4;-5.9;0.0;105.1;1984-1985
Golden State;.522;.470;151.3;34.5;66.0;0.0;0.0;14.4;0.0;0.0;1.2;57.3;106.0;113.0;-7.0;0.0;103.2;1984-1985
Boston;.554;.504;153.2;34.2;69.7;0.0;0.0;14.6;0.0;0.0;1.3;67.7;110.9;104.4;6.5;0.0;99.7;1983-1984
Milwaukee;.541;.497;148.7;33.7;65.6;0.0;0.0;15.0;0.0;0.0;1.2;62.5;107.8;103.6;4.2;0.0;96.9;1983-1984
New York;.552;.499;155.5;33.4;68.1;0.0;0.0;16.7;0.0;0.0;1.3;59.7;107.0;103.1;3.9;0.0;99.0;1983-1984
L.A. Lakers;.574;.536;154.2;33.7;66.6;0.0;0.0;16.1;0.0;0.0;1.3;72.9;110.9;107.3;3.6;0.0;103.7;1983-1984
Portland;.556;.507;145.3;36.4;67.4;0.0;0.0;15.1;0.0;0.0;1.3;66.0;111.2;107.7;3.5;0.0;101.1;1983-1984
Detroit;.532;.482;148.2;36.7;67.7;0.0;0.0;12.7;0.0;0.0;1.2;69.7;111.5;108.1;3.4;0.0;103.8;1983-1984
Philadelphia;.551;.497;152.1;34.6;65.9;0.0;0.0;16.9;0.0;0.0;1.3;65.2;106.8;104.6;2.2;0.0;99.6;1983-1984
New Jersey;.540;.501;140.9;34.6;67.8;0.0;0.0;16.1;0.0;0.0;1.2;63.9;106.1;105.0;1.1;0.0;103.0;1983-1984
Utah;.559;.505;159.8;30.8;63.4;0.0;0.0;15.2;0.0;0.0;1.3;70.8;109.0;108.0;1.0;0.0;104.9;1983-1984
Phoenix;.556;.514;152.3;31.4;68.3;0.0;0.0;15.1;0.0;0.0;1.3;64.9;108.9;108.0;0.9;0.0;101.4;1983-1984
Dallas;.547;.503;148.3;31.7;65.7;0.0;0.0;13.6;0.0;0.0;1.3;63.9;110.0;109.6;0.4;0.0;99.0;1983-1984
Seattle;.543;.490;146.1;30.7;66.6;0.0;0.0;14.3;0.0;0.0;1.3;64.3;107.9;108.1;-0.2;0.0;99.7;1983-1984
San Antonio;.556;.511;156.1;33.4;66.2;0.0;0.0;14.0;0.0;0.0;1.3;72.4;111.2;111.4;-0.2;0.0;106.5;1983-1984
Denver;.553;.498;161.3;29.3;66.6;0.0;0.0;12.8;0.0;0.0;1.3;72.5;111.3;112.3;-1.0;0.0;110.5;1983-1984
Atlanta;.529;.476;145.3;31.6;65.2;0.0;0.0;14.4;0.0;0.0;1.2;57.7;105.5;106.9;-1.4;0.0;95.3;1983-1984
Kansas City;.542;.490;153.9;32.4;66.9;0.0;0.0;15.3;0.0;0.0;1.2;63.1;106.5;108.0;-1.5;0.0;102.9;1983-1984
Houston;.535;.497;143.0;32.8;67.5;0.0;0.0;15.6;0.0;0.0;1.2;63.8;105.3;108.2;-2.9;0.0;104.7;1983-1984
Washington;.535;.489;149.2;30.1;69.7;0.0;0.0;15.5;0.0;0.0;1.2;58.9;104.2;107.2;-3.0;0.0;97.4;1983-1984
San Diego;.541;.498;142.0;37.7;68.2;0.0;0.0;15.3;0.0;0.0;1.2;62.6;109.2;112.4;-3.2;0.0;101.1;1983-1984
Golden State;.520;.471;145.4;35.6;64.2;0.0;0.0;14.9;0.0;0.0;1.2;59.0;105.5;108.8;-3.3;0.0;103.3;1983-1984
Cleveland;.512;.468;147.0;33.5;70.8;0.0;0.0;14.0;0.0;0.0;1.2;56.9;104.1;108.5;-4.4;0.0;97.4;1983-1984
Indiana;.531;.487;148.2;28.1;66.8;0.0;0.0;15.9;0.0;0.0;1.2;61.4;101.8;106.5;-4.7;0.0;102.1;1983-1984
Chicago;.526;.475;139.1;32.3;67.2;0.0;0.0;16.3;0.0;0.0;1.2;57.6;102.4;107.5;-5.1;0.0;99.8;1983-1984
Philadelphia;.549;.501;147.0;37.1;66.2;0.0;0.0;16.3;0.0;0.0;1.3;68.9;108.3;100.9;7.4;0.0;102.7;1982-1983
L.A. Lakers;.561;.528;136.8;36.3;65.3;0.0;0.0;15.9;0.0;0.0;1.3;74.9;110.5;105.2;5.3;0.0;103.8;1982-1983
Boston;.536;.494;143.8;34.7;68.1;0.0;0.0;15.2;0.0;0.0;1.2;68.3;106.9;101.8;5.1;0.0;104.0;1982-1983
Phoenix;.540;.499;149.3;32.0;67.5;0.0;0.0;16.0;0.0;0.0;1.2;66.3;105.1;100.1;5.0;0.0;101.6;1982-1983
Milwaukee;.537;.491;146.1;31.8;65.5;0.0;0.0;15.1;0.0;0.0;1.2;63.3;105.8;101.4;4.4;0.0;100.0;1982-1983
San Antonio;.556;.510;157.3;35.3;69.1;0.0;0.0;15.1;0.0;0.0;1.3;70.6;110.1;106.6;3.5;0.0;103.3;1982-1983
Seattle;.539;.496;143.5;32.5;66.2;0.0;0.0;15.5;0.0;0.0;1.2;66.6;105.9;102.8;3.1;0.0;103.2;1982-1983
New Jersey;.532;.494;139.8;36.8;68.8;0.0;0.0;18.7;0.0;0.0;1.2;63.2;101.6;98.9;2.7;0.0;104.0;1982-1983
New York;.526;.484;144.4;31.6;67.8;0.0;0.0;16.2;0.0;0.0;1.2;55.9;102.4;99.9;2.5;0.0;97.0;1982-1983
Portland;.535;.488;145.7;33.3;67.9;0.0;0.0;15.4;0.0;0.0;1.2;62.5;106.0;103.9;2.1;0.0;101.0;1982-1983
Kansas City;.542;.500;146.1;34.3;65.8;0.0;0.0;16.4;0.0;0.0;1.2;63.2;106.2;104.9;1.3;0.0;106.6;1982-1983
Denver;.550;.495;149.3;31.0;64.8;0.0;0.0;14.0;0.0;0.0;1.3;72.3;109.7;109.1;0.6;0.0;112.1;1982-1983
Washington;.511;.473;146.9;30.4;68.6;0.0;0.0;16.6;0.0;0.0;1.2;56.6;99.1;99.3;-0.2;0.0;99.4;1982-1983
Dallas;.535;.489;147.1;34.8;66.2;0.0;0.0;13.5;0.0;0.0;1.2;65.7;109.4;109.8;-0.4;0.0;102.8;1982-1983
Detroit;.529;.481;148.4;33.6;66.2;0.0;0.0;15.1;0.0;0.0;1.2;65.2;105.4;105.8;-0.4;0.0;105.8;1982-1983
Atlanta;.516;.472;146.0;30.7;65.1;0.0;0.0;15.0;0.0;0.0;1.2;59.6;102.2;103.2;-1.0;0.0;98.9;1982-1983
Golden State;.526;.485;144.6;33.9;64.6;0.0;0.0;15.9;0.0;0.0;1.2;60.9;103.9;107.4;-3.5;0.0;104.0;1982-1983
Utah;.531;.483;147.6;29.0;63.9;0.0;0.0;16.7;0.0;0.0;1.2;64.4;101.2;105.1;-3.9;0.0;107.3;1982-1983
San Diego;.518;.479;144.3;37.1;65.8;0.0;0.0;15.7;0.0;0.0;1.2;59.5;104.7;109.3;-4.6;0.0;103.0;1982-1983
Chicago;.532;.483;143.2;34.0;67.9;0.0;0.0;16.9;0.0;0.0;1.2;60.7;103.4;108.0;-4.6;0.0;106.1;1982-1983
Indiana;.520;.483;144.9;33.6;65.5;0.0;0.0;15.2;0.0;0.0;1.2;62.1;103.8;109.4;-5.6;0.0;103.9;1982-1983
Cleveland;.506;.467;143.6;33.0;71.3;0.0;0.0;16.4;0.0;0.0;1.1;50.1;99.2;106.8;-7.6;0.0;97.6;1982-1983
Houston;.491;.453;142.0;30.8;65.4;0.0;0.0;15.9;0.0;0.0;1.1;51.7;97.0;108.3;-11.3;0.0;102.2;1982-1983
Boston;.545;.502;150.4;35.8;67.6;0.0;0.0;14.7;0.0;0.0;1.3;68.4;109.8;103.5;6.3;0.0;101.5;1981-1982
Philadelphia;.566;.521;156.1;30.5;65.0;0.0;0.0;15.5;0.0;0.0;1.3;70.1;109.6;103.9;5.7;0.0;100.6;1981-1982
Milwaukee;.553;.509;155.7;35.1;67.3;0.0;0.0;16.5;0.0;0.0;1.3;65.2;107.7;102.3;5.4;0.0;100.0;1981-1982
L.A. Lakers;.551;.518;137.2;35.8;66.3;0.0;0.0;14.7;0.0;0.0;1.2;73.4;110.2;105.5;4.7;0.0;103.1;1981-1982
Seattle;.535;.491;147.6;31.3;67.2;0.0;0.0;14.1;0.0;0.0;1.2;64.7;106.4;102.3;4.1;0.0;100.0;1981-1982
Phoenix;.538;.495;156.0;32.2;68.5;0.0;0.0;15.9;0.0;0.0;1.2;64.7;105.8;102.4;3.4;0.0;99.5;1981-1982
San Antonio;.537;.490;151.6;34.0;68.8;0.0;0.0;13.0;0.0;0.0;1.2;69.4;109.9;107.6;2.3;0.0;102.5;1981-1982
Golden State;.541;.502;149.4;34.8;68.8;0.0;0.0;14.5;0.0;0.0;1.2;62.4;108.8;107.7;1.1;0.0;101.4;1981-1982
Washington;.524;.478;149.7;29.4;69.9;0.0;0.0;14.7;0.0;0.0;1.2;59.5;103.3;102.5;0.8;0.0;99.4;1981-1982
New Jersey;.529;.487;141.8;33.7;67.0;0.0;0.0;16.6;0.0;0.0;1.2;61.4;103.0;102.3;0.7;0.0;103.1;1981-1982
Portland;.547;.507;143.2;32.5;65.9;0.0;0.0;14.4;0.0;0.0;1.3;64.3;108.8;108.2;0.6;0.0;100.5;1981-1982
Atlanta;.529;.476;146.0;32.2;67.6;0.0;0.0;14.6;0.0;0.0;1.2;56.8;105.1;104.6;0.5;0.0;95.1;1981-1982
Denver;.578;.522;158.4;31.8;64.3;0.0;0.0;14.1;0.0;0.0;1.4;73.2;114.3;113.9;0.4;0.0;109.8;1981-1982
Houston;.520;.479;148.9;37.8;66.1;0.0;0.0;13.7;0.0;0.0;1.2;63.0;108.3;108.3;0.0;0.0;97.2;1981-1982
Detroit;.534;.485;147.7;34.8;66.9;0.0;0.0;16.0;0.0;0.0;1.2;63.3;105.8;106.6;-0.8;0.0;104.3;1981-1982
Indiana;.516;.472;153.2;30.5;66.3;0.0;0.0;14.6;0.0;0.0;1.2;58.9;102.7;104.6;-1.9;0.0;98.7;1981-1982
Chicago;.557;.505;152.1;33.6;69.0;0.0;0.0;17.3;0.0;0.0;1.3;62.6;106.6;108.6;-2.0;0.0;99.0;1981-1982
New York;.535;.495;150.0;33.1;66.9;0.0;0.0;15.4;0.0;0.0;1.2;59.8;106.0;108.6;-2.6;0.0;99.5;1981-1982
Kansas City;.533;.497;141.4;29.9;66.0;0.0;0.0;15.5;0.0;0.0;1.2;58.6;104.2;107.2;-3.0;0.0;101.8;1981-1982
Dallas;.519;.473;149.4;33.9;66.8;0.0;0.0;13.7;0.0;0.0;1.2;58.1;105.9;110.4;-4.5;0.0;98.5;1981-1982
Utah;.538;.496;147.2;30.6;65.3;0.0;0.0;14.5;0.0;0.0;1.2;60.6;106.2;111.7;-5.5;0.0;103.9;1981-1982
San Diego;.547;.507;151.6;33.2;68.0;0.0;0.0;16.2;0.0;0.0;1.3;56.1;106.6;113.8;-7.2;0.0;101.4;1981-1982
Cleveland;.510;.466;139.4;32.0;65.9;0.0;0.0;13.7;0.0;0.0;1.2;54.6;103.3;111.8;-8.5;0.0;99.3;1981-1982
Philadelphia;.562;.515;150.9;32.3;67.1;0.0;0.0;17.3;0.0;0.0;1.3;71.3;107.0;99.5;7.5;0.0;103.4;1980-1981
Milwaukee;.546;.500;149.7;36.3;65.6;0.0;0.0;15.7;0.0;0.0;1.2;69.8;108.7;101.8;6.9;0.0;103.6;1980-1981
Boston;.553;.509;152.6;34.7;67.0;0.0;0.0;16.2;0.0;0.0;1.3;67.5;108.4;102.6;5.8;0.0;100.8;1980-1981
Phoenix;.537;.492;145.2;35.1;68.2;0.0;0.0;17.1;0.0;0.0;1.2;65.6;104.6;99.4;5.2;0.0;104.7;1980-1981
L.A. Lakers;.548;.513;142.2;33.9;64.4;0.0;0.0;15.8;0.0;0.0;1.2;70.8;107.6;103.9;3.7;0.0;102.7;1980-1981
San Antonio;.545;.492;143.6;37.5;68.0;0.0;0.0;15.4;0.0;0.0;1.3;68.4;108.5;105.7;2.8;0.0;102.9;1980-1981
Chicago;.556;.504;148.8;36.9;68.4;0.0;0.0;17.2;0.0;0.0;1.3;64.2;107.8;105.8;2.0;0.0;100.6;1980-1981
New York;.533;.487;146.8;31.6;65.8;0.0;0.0;15.0;0.0;0.0;1.2;60.9;106.0;104.4;1.6;0.0;101.0;1980-1981
Indiana;.528;.484;137.4;35.5;64.5;0.0;0.0;15.1;0.0;0.0;1.2;64.7;106.4;105.0;1.4;0.0;100.9;1980-1981
Portland;.534;.498;138.3;33.9;65.7;0.0;0.0;15.2;0.0;0.0;1.2;66.5;106.5;105.7;0.8;0.0;103.0;1980-1981
Houston;.534;.489;143.5;33.9;66.6;0.0;0.0;14.9;0.0;0.0;1.2;63.7;107.0;106.7;0.3;0.0;100.5;1980-1981
Washington;.514;.476;146.5;30.5;67.8;0.0;0.0;14.4;0.0;0.0;1.2;61.8;102.7;102.7;0.0;0.0;102.4;1980-1981
Kansas City;.540;.503;150.6;29.2;68.3;0.0;0.0;15.1;0.0;0.0;1.2;63.9;104.7;104.7;0.0;0.0;101.3;1980-1981
Denver;.537;.477;146.5;33.1;65.4;0.0;0.0;13.4;0.0;0.0;1.3;67.2;109.4;109.8;-0.4;0.0;109.8;1980-1981
Golden State;.537;.493;150.1;38.8;67.5;0.0;0.0;15.6;0.0;0.0;1.2;61.7;108.5;109.7;-1.2;0.0;101.0;1980-1981
Seattle;.521;.470;150.4;33.1;66.1;0.0;0.0;15.7;0.0;0.0;1.2;58.3;103.2;104.8;-1.6;0.0;100.3;1980-1981
San Diego;.528;.486;153.7;33.0;66.3;0.0;0.0;14.5;0.0;0.0;1.2;60.0;106.0;107.6;-1.6;0.0;100.2;1980-1981
Atlanta;.537;.480;137.8;34.1;64.8;0.0;0.0;16.7;0.0;0.0;1.3;56.9;104.3;107.3;-3.0;0.0;99.4;1980-1981
Cleveland;.513;.472;153.5;33.5;66.0;0.0;0.0;14.2;0.0;0.0;1.1;58.2;104.3;109.1;-4.8;0.0;100.8;1980-1981
New Jersey;.525;.478;147.3;30.4;69.2;0.0;0.0;16.6;0.0;0.0;1.2;58.3;101.0;106.7;-5.7;0.0;105.2;1980-1981
Utah;.536;.491;151.3;28.3;66.8;0.0;0.0;15.5;0.0;0.0;1.2;56.8;103.4;109.4;-6.0;0.0;97.7;1980-1981
Detroit;.510;.464;134.3;33.4;65.9;0.0;0.0;18.0;0.0;0.0;1.2;52.8;98.1;104.3;-6.2;0.0;101.2;1980-1981
Dallas;.519;.466;149.2;30.7;65.0;0.0;0.0;15.2;0.0;0.0;1.2;53.1;102.4;110.8;-8.4;0.0;98.6;1980-1981
Boston;.550;.501;165.2;34.8;67.8;0.0;0.0;15.4;0.0;0.0;1.3;67.4;109.4;101.9;7.5;0.0;102.6;1979-1980
L.A. Lakers;.569;.530;150.4;32.6;66.9;0.0;0.0;16.5;0.0;0.0;1.3;74.5;109.5;103.9;5.6;0.0;104.1;1979-1980
Seattle;.520;.474;155.0;36.4;67.9;0.0;0.0;14.9;0.0;0.0;1.2;65.2;105.8;101.2;4.6;0.0;101.8;1979-1980
Philadelphia;.544;.494;148.0;33.5;66.7;0.0;0.0;17.2;0.0;0.0;1.3;69.2;105.0;101.0;4.0;0.0;103.0;1979-1980
Milwaukee;.532;.491;157.4;35.2;63.8;0.0;0.0;15.0;0.0;0.0;1.2;67.8;106.8;102.9;3.9;0.0;102.4;1979-1980
Phoenix;.548;.498;150.9;30.4;66.9;0.0;0.0;16.4;0.0;0.0;1.3;67.4;105.6;102.2;3.4;0.0;104.8;1979-1980
Kansas City;.522;.480;144.0;31.0;68.1;0.0;0.0;14.5;0.0;0.0;1.2;63.1;104.0;101.0;3.0;0.0;103.2;1979-1980
Atlanta;.523;.465;140.8;36.9;65.6;0.0;0.0;15.4;0.0;0.0;1.2;61.4;105.2;102.3;2.9;0.0;98.9;1979-1980
Cleveland;.519;.476;143.8;33.1;65.9;0.0;0.0;13.2;0.0;0.0;1.2;64.9;106.7;106.4;0.3;0.0;105.6;1979-1980
Houston;.533;.487;152.1;37.6;63.2;0.0;0.0;15.5;0.0;0.0;1.2;64.4;108.1;108.0;0.1;0.0;101.2;1979-1980
San Antonio;.553;.502;155.1;31.8;66.8;0.0;0.0;15.2;0.0;0.0;1.3;69.5;108.6;109.0;-0.4;0.0;109.5;1979-1980
Indiana;.523;.479;150.5;35.4;62.5;0.0;0.0;14.8;0.0;0.0;1.2;67.4;105.5;106.2;-0.7;0.0;104.4;1979-1980
Portland;.519;.477;141.5;35.5;67.9;0.0;0.0;16.1;0.0;0.0;1.2;59.5;103.4;104.3;-0.9;0.0;98.6;1979-1980
New Jersey;.518;.466;152.8;32.1;66.4;0.0;0.0;16.6;0.0;0.0;1.2;62.9;101.5;102.5;-1.0;0.0;106.1;1979-1980
New York;.539;.498;146.2;33.7;64.0;0.0;0.0;15.7;0.0;0.0;1.2;66.8;106.5;107.5;-1.0;0.0;106.5;1979-1980
Washington;.504;.463;152.3;33.3;69.5;0.0;0.0;13.7;0.0;0.0;1.1;64.2;103.2;105.7;-2.5;0.0;102.6;1979-1980
Chicago;.545;.489;151.8;32.2;68.0;0.0;0.0;17.2;0.0;0.0;1.3;61.2;104.3;107.0;-2.7;0.0;101.8;1979-1980
San Diego;.522;.482;153.2;34.2;65.4;0.0;0.0;14.6;0.0;0.0;1.2;57.3;105.7;109.8;-4.1;0.0;101.4;1979-1980
Denver;.517;.469;152.6;33.6;67.8;0.0;0.0;15.1;0.0;0.0;1.2;63.2;103.4;107.6;-4.2;0.0;103.9;1979-1980
Golden State;.520;.484;144.3;31.1;69.8;0.0;0.0;15.5;0.0;0.0;1.2;59.2;102.0;106.3;-4.3;0.0;100.5;1979-1980
Utah;.547;.500;162.4;29.7;67.1;0.0;0.0;16.7;0.0;0.0;1.2;58.2;104.2;110.4;-6.2;0.0;97.6;1979-1980
Detroit;.523;.483;148.0;32.3;64.7;0.0;0.0;16.9;0.0;0.0;1.2;60.5;101.2;108.8;-7.6;0.0;107.1;1979-1980
Washington;.527;.485;122.0;34.0;70.1;0.0;0.0;13.7;0.0;0.0;1.2;69.3;107.4;102.7;4.7;0.0;106.5;1978-1979
San Antonio;.554;.506;130.1;30.2;66.9;0.0;0.0;15.8;0.0;0.0;1.3;71.4;107.1;102.4;4.7;0.0;110.6;1978-1979
Phoenix;.555;.512;128.0;30.9;65.8;0.0;0.0;17.1;0.0;0.0;1.3;69.2;105.7;102.4;3.3;0.0;108.5;1978-1979
L.A. Lakers;.557;.517;128.7;27.6;66.5;0.0;0.0;15.9;0.0;0.0;1.3;70.1;106.1;103.2;2.9;0.0;105.9;1978-1979
Seattle;.514;.468;122.2;34.8;69.1;0.0;0.0;15.7;0.0;0.0;1.2;61.1;102.7;100.1;2.6;0.0;103.4;1978-1979
Kansas City;.533;.492;122.2;31.9;67.5;0.0;0.0;15.8;0.0;0.0;1.2;63.0;104.5;101.9;2.6;0.0;107.3;1978-1979
Milwaukee;.540;.503;126.5;32.2;65.9;0.0;0.0;15.4;0.0;0.0;1.2;69.7;106.0;104.0;2.0;0.0;106.5;1978-1979
