Team;Dbl Dbl;Tpl Dbl;40 Pts;20 Reb;20 Ast;5 Stl;5 Blk;High Game;MOV;Techs;HOB;Ast/TO;Stl/TO;FT/FGA;W's;L's;Win %;Season
L.A. Lakers;0;0;2;0;0;0;0;156;0.0;0;.000;1.5;0.5;.217;47;35;.573;1978-1979
Boston;0;0;1;0;0;0;0;128;0.0;0;.000;1.2;0.4;.248;29;53;.354;1978-1979
Chicago;0;0;1;0;0;0;0;148;0.0;0;.000;1.2;0.3;.230;31;51;.378;1978-1979
Cleveland;0;0;1;0;0;0;0;127;0.0;0;.000;1.3;0.5;.213;30;52;.366;1978-1979
Denver;0;0;2;0;0;0;0;150;0.0;0;.000;1.3;0.4;.280;47;35;.573;1978-1979
Detroit;0;0;0;0;0;0;0;160;0.0;0;.000;1.3;0.5;.206;30;52;.366;1978-1979
Golden State;0;0;0;0;0;0;0;139;0.0;0;.000;1.4;0.5;.183;38;44;.463;1978-1979
Houston;0;0;1;0;0;0;0;139;0.0;0;.000;1.5;0.4;.246;47;35;.573;1978-1979
Indiana;0;0;0;0;0;0;0;141;0.0;0;.000;1.3;0.4;.234;38;44;.463;1978-1979
Kansas City;0;0;0;0;0;0;0;142;0.0;0;.000;1.4;0.5;.228;48;34;.585;1978-1979
Washington;0;0;0;0;0;0;0;145;0.0;0;.000;1.5;0.4;.227;54;28;.659;1978-1979
Atlanta;0;0;4;0;0;0;0;134;0.0;0;.000;1.2;0.6;.253;41;41;.500;1977-1978
Milwaukee;0;0;0;0;0;0;0;152;0.0;0;.000;1.4;0.5;.204;44;38;.537;1977-1978
New Jersey;0;0;8;0;0;0;0;140;0.0;0;.000;1.1;0.5;.206;24;58;.293;1977-1978
New Orleans;0;0;4;0;0;0;0;153;0.0;0;.000;1.2;0.4;.219;39;43;.476;1977-1978
New York;0;0;4;0;0;0;0;150;0.0;0;.000;1.3;0.5;.214;43;39;.524;1977-1978
Philadelphia;0;0;1;0;0;0;0;149;0.0;0;.000;1.3;0.5;.288;55;27;.671;1977-1978
Phoenix;0;0;4;0;0;0;0;143;0.0;0;.000;1.3;0.6;.223;49;33;.598;1977-1978
Portland;0;0;0;0;0;0;0;136;0.0;0;.000;1.3;0.5;.233;58;24;.707;1977-1978
San Antonio;0;0;5;0;0;0;0;145;0.0;0;.000;1.3;0.5;.237;52;30;.634;1977-1978
Seattle;0;0;0;0;0;0;0;136;0.0;0;.000;1.1;0.5;.217;47;35;.573;1977-1978
L.A. Lakers;0;0;1;0;0;0;0;135;0.0;0;.000;1.4;0.5;.205;45;37;.549;1977-1978
Kansas City;0;0;1;0;0;0;0;130;0.0;0;.000;1.2;0.5;.230;31;51;.378;1977-1978
Boston;0;0;0;0;0;0;0;131;0.0;0;.000;1.2;0.4;.220;32;50;.390;1977-1978
Buffalo;0;0;3;0;0;0;0;136;0.0;0;.000;1.3;0.4;.247;27;55;.329;1977-1978
Chicago;0;0;0;0;0;0;0;131;0.0;0;.000;1.3;0.4;.265;40;42;.488;1977-1978
Cleveland;0;0;0;0;0;0;0;136;0.0;0;.000;1.3;0.5;.204;43;39;.524;1977-1978
Denver;0;0;8;0;0;0;0;141;0.0;0;.000;1.3;0.5;.278;48;34;.585;1977-1978
Detroit;0;0;1;0;0;0;0;139;0.0;0;.000;1.0;0.5;.247;38;44;.463;1977-1978
Golden State;0;0;6;0;0;0;0;133;0.0;0;.000;1.4;0.6;.203;43;39;.524;1977-1978
Houston;0;0;4;0;0;0;0;133;0.0;0;.000;1.4;0.5;.191;28;54;.341;1977-1978
Indiana;0;0;2;0;0;0;0;138;0.0;0;.000;1.2;0.5;.245;31;51;.378;1977-1978
Washington;0;0;2;0;0;0;0;146;0.0;0;.000;1.2;0.4;.243;44;38;.537;1977-1978
Atlanta;0;0;3;0;0;0;0;125;0.0;0;.000;1.1;0.4;.256;31;51;.378;1976-1977
Milwaukee;0;0;2;0;0;0;0;139;0.0;0;.000;1.2;0.5;.198;30;52;.366;1976-1977
New Orleans;0;0;14;0;0;0;0;139;0.0;0;.000;1.1;0.4;.222;35;47;.427;1976-1977
New York;0;0;5;0;0;0;0;144;0.0;0;.000;1.2;0.4;.211;40;42;.488;1976-1977
New York;0;0;1;0;0;0;0;127;0.0;0;.000;0.9;0.5;.232;22;60;.268;1976-1977
Philadelphia;0;0;1;0;0;0;0;143;0.0;0;.000;1.0;0.4;.275;50;32;.610;1976-1977
Phoenix;0;0;2;0;0;0;0;133;0.0;0;.000;1.1;0.4;.247;34;48;.415;1976-1977
Portland;0;0;2;0;0;0;0;150;0.0;0;.000;1.1;0.5;.254;49;33;.598;1976-1977
San Antonio;0;0;4;0;0;0;0;142;0.0;0;.000;1.2;0.5;.263;44;38;.537;1976-1977
Seattle;0;0;1;0;0;0;0;131;0.0;0;.000;1.0;0.5;.215;40;42;.488;1976-1977
L.A. Lakers;0;0;1;0;0;0;0;136;0.0;0;.000;1.3;0.5;.188;53;29;.646;1976-1977
Kansas City;0;0;1;0;0;0;0;132;0.0;0;.000;1.3;0.5;.221;40;42;.488;1976-1977
Boston;0;0;1;0;0;0;0;133;0.0;0;.000;1.2;0.3;.212;44;38;.537;1976-1977
Buffalo;0;0;2;0;0;0;0;135;0.0;0;.000;1.1;0.4;.252;30;52;.366;1976-1977
Chicago;0;0;1;0;0;0;0;120;0.0;0;.000;1.3;0.5;.224;44;38;.537;1976-1977
Cleveland;0;0;1;0;0;0;0;130;0.0;0;.000;1.4;0.4;.191;43;39;.524;1976-1977
Denver;0;0;5;0;0;0;0;145;0.0;0;.000;1.1;0.5;.275;50;32;.610;1976-1977
Detroit;0;0;3;0;0;0;0;140;0.0;0;.000;1.2;0.5;.185;44;38;.537;1976-1977
Golden State;0;0;4;0;0;0;0;150;0.0;0;.000;1.3;0.6;.211;46;36;.561;1976-1977
Houston;0;0;1;0;0;0;0;137;0.0;0;.000;1.2;0.4;.226;49;33;.598;1976-1977
Indiana;0;0;3;0;0;0;0;135;0.0;0;.000;1.2;0.6;.219;36;46;.439;1976-1977
Washington;0;0;4;0;0;0;0;135;0.0;0;.000;1.2;0.4;.217;48;34;.585;1976-1977
Atlanta;0;0;2;0;0;0;0;126;0.0;0;.000;1.1;0.5;.247;29;53;.354;1975-1976
Seattle;0;0;1;0;0;0;0;135;0.0;0;.000;1.2;0.5;.212;43;39;.524;1975-1976
Portland;0;0;0;0;0;0;0;131;0.0;0;.000;1.1;0.4;.233;37;45;.451;1975-1976
Phoenix;0;0;0;0;0;0;0;124;0.0;0;.000;1.1;0.5;.245;42;40;.512;1975-1976
Philadelphia;0;0;0;0;0;0;0;134;0.0;0;.000;1.0;0.5;.234;46;36;.561;1975-1976
New York;0;0;0;0;0;0;0;127;0.0;0;.000;1.2;0.4;.203;38;44;.463;1975-1976
New Orleans;0;0;3;0;0;0;0;131;0.0;0;.000;1.1;0.5;.244;38;44;.463;1975-1976
Milwaukee;0;0;1;0;0;0;0;130;0.0;0;.000;1.1;0.4;.193;38;44;.463;1975-1976
L.A. Lakers;0;0;4;0;0;0;0;137;0.0;0;.000;1.2;0.4;.219;40;42;.488;1975-1976
Kansas City;0;0;0;0;0;0;0;131;0.0;0;.000;1.2;0.5;.243;31;51;.378;1975-1976
Houston;0;0;1;0;0;0;0;130;0.0;0;.000;1.3;0.4;.221;40;42;.488;1975-1976
Golden State;0;0;3;0;0;0;0;134;0.0;0;.000;1.3;0.6;.203;59;23;.720;1975-1976
Detroit;0;0;1;0;0;0;0;131;0.0;0;.000;1.1;0.5;.205;36;46;.439;1975-1976
Cleveland;0;0;0;0;0;0;0;132;0.0;0;.000;1.4;0.5;.175;49;33;.598;1975-1976
Chicago;0;0;1;0;0;0;0;130;0.0;0;.000;1.2;0.4;.220;24;58;.293;1975-1976
Buffalo;0;0;15;0;0;0;0;130;0.0;0;.000;1.2;0.4;.251;46;36;.561;1975-1976
Boston;0;0;0;0;0;0;0;137;0.0;0;.000;1.2;0.3;.209;54;28;.659;1975-1976
Washington;0;0;2;0;0;0;0;133;0.0;0;.000;1.1;0.4;.220;48;34;.585;1975-1976
Atlanta;0;0;3;0;0;0;0;135;0.0;0;.000;1.2;0.5;.226;31;51;.378;1974-1975
Seattle;0;0;4;0;0;0;0;127;0.0;0;.000;1.2;0.5;.193;43;39;.524;1974-1975
Portland;0;0;0;0;0;0;0;131;0.0;0;.000;1.2;0.4;.236;38;44;.463;1974-1975
Phoenix;0;0;2;0;0;0;0;120;0.0;0;.000;1.1;0.4;.203;32;50;.390;1974-1975
Philadelphia;0;0;0;0;0;0;0;119;0.0;0;.000;1.1;0.4;.205;34;48;.415;1974-1975
New York;0;0;1;0;0;0;0;128;0.0;0;.000;1.2;0.5;.203;40;42;.488;1974-1975
New Orleans;0;0;3;0;0;0;0;140;0.0;0;.000;1.0;0.4;.229;23;59;.280;1974-1975
Milwaukee;0;0;8;0;0;0;0;130;0.0;0;.000;1.3;0.4;.184;38;44;.463;1974-1975
L.A. Lakers;0;0;2;0;0;0;0;127;0.0;0;.000;1.2;0.4;.217;30;52;.366;1974-1975
Kansas City;0;0;4;0;0;0;0;132;0.0;0;.000;1.2;0.5;.248;44;38;.537;1974-1975
Houston;0;0;2;0;0;0;0;125;0.0;0;.000;1.2;0.4;.225;41;41;.500;1974-1975
Golden State;0;0;15;0;0;0;0;144;0.0;0;.000;1.2;0.6;.184;48;34;.585;1974-1975
Detroit;0;0;4;0;0;0;0;125;0.0;0;.000;1.2;0.4;.217;40;42;.488;1974-1975
Cleveland;0;0;1;0;0;0;0;129;0.0;0;.000;1.3;0.4;.177;40;42;.488;1974-1975
Chicago;0;0;1;0;0;0;0;128;0.0;0;.000;1.2;0.5;.241;47;35;.573;1974-1975
Buffalo;0;0;21;0;0;0;0;134;0.0;0;.000;1.2;0.4;.232;49;33;.598;1974-1975
Boston;0;0;1;0;0;0;0;131;0.0;0;.000;1.3;0.4;.199;60;22;.732;1974-1975
Washington;0;0;0;0;0;0;0;125;0.0;0;.000;1.3;0.6;.192;60;22;.732;1974-1975
Atlanta;0;0;8;0;0;0;0;145;0.0;0;.000;1.1;0.4;.220;35;47;.427;1973-1974
Seattle;0;0;3;0;0;0;0;139;0.0;0;.000;1.3;0.4;.199;36;46;.439;1973-1974
Portland;0;0;3;0;0;0;0;134;0.0;0;.000;1.2;0.4;.207;27;55;.329;1973-1974
Phoenix;0;0;4;0;0;0;0;135;0.0;0;.000;1.2;0.4;.225;30;52;.366;1973-1974
Philadelphia;0;0;0;0;0;0;0;132;0.0;0;.000;1.1;0.5;.212;25;57;.305;1973-1974
New York;0;0;2;0;0;0;0;122;0.0;0;.000;1.3;0.4;.180;49;33;.598;1973-1974
Milwaukee;0;0;3;0;0;0;0;130;0.0;0;.000;1.3;0.4;.175;59;23;.720;1973-1974
L.A. Lakers;0;0;5;0;0;0;0;150;0.0;0;.000;1.1;0.4;.241;47;35;.573;1973-1974
Kansas City;0;0;1;0;0;0;0;131;0.0;0;.000;1.0;0.4;.222;33;49;.402;1973-1974
Houston;0;0;1;0;0;0;0;133;0.0;0;.000;1.3;0.4;.227;32;50;.390;1973-1974
Golden State;0;0;14;0;0;0;0;143;0.0;0;.000;1.2;0.4;.196;44;38;.537;1973-1974
Detroit;0;0;2;0;0;0;0;129;0.0;0;.000;1.1;0.4;.220;52;30;.634;1973-1974
Cleveland;0;0;0;0;0;0;0;125;0.0;0;.000;1.3;0.4;.177;29;53;.354;1973-1974
Chicago;0;0;1;0;0;0;0;130;0.0;0;.000;1.1;0.5;.242;54;28;.659;1973-1974
Buffalo;0;0;10;0;0;0;0;145;0.0;0;.000;1.2;0.4;.219;42;40;.512;1973-1974
Boston;0;0;0;0;0;0;0;146;0.0;0;.000;1.2;0.3;.210;56;26;.683;1973-1974
Washington;0;0;4;0;0;0;0;126;0.0;0;.000;1.1;0.4;.177;47;35;.573;1973-1974
