Team;Dbl Dbl;Tpl Dbl;40 Pts;20 Reb;20 Ast;5 Stl;5 Blk;High Game;MOV;Techs;HOB;Ast/TO;Stl/TO;FT/FGA;W's;L's;Win %;Season
Washington;81;3;10;0;0;9;4;147;-0.5;27;1.541;1.5;0.6;.272;41;41;.500;2006-2007
Toronto;77;1;1;1;0;0;4;123;1.0;13;1.601;1.7;0.5;.239;47;35;.573;2006-2007
Atlanta;77;8;0;0;0;6;12;120;-4.8;15;1.556;1.2;0.5;.263;30;52;.366;2006-2007
L.A. Clippers;76;8;0;0;0;7;12;118;-0.5;43;1.612;1.4;0.5;.280;40;42;.488;2006-2007
Philadelphia;74;7;2;1;0;9;6;123;-3.0;14;1.569;1.3;0.5;.255;35;47;.427;2006-2007
Miami;74;2;3;0;0;6;11;119;-0.9;33;1.576;1.4;0.5;.222;44;38;.537;2006-2007
Orlando;72;4;0;4;0;0;7;119;0.8;28;1.530;1.1;0.4;.276;40;42;.488;2006-2007
Seattle;72;1;2;2;0;6;0;126;-2.9;18;1.556;1.3;0.5;.228;31;51;.378;2006-2007
New York;72;1;5;1;0;2;0;151;-2.9;44;1.528;1.1;0.4;.270;33;49;.402;2006-2007
Dallas;71;0;1;0;0;0;3;127;7.2;36;1.542;1.4;0.5;.256;67;15;.817;2006-2007
Cleveland;70;2;1;0;0;0;2;124;3.8;26;1.574;1.5;0.5;.223;50;32;.610;2006-2007
Memphis;69;4;1;0;0;2;6;144;-5.1;23;1.560;1.3;0.4;.285;22;60;.268;2006-2007
Boston;69;2;0;1;0;5;3;128;-3.4;22;1.570;1.2;0.4;.259;24;58;.293;2006-2007
Indiana;66;5;0;0;0;2;10;136;-2.4;46;1.585;1.3;0.4;.246;35;47;.427;2006-2007
L.A. Lakers;64;5;18;0;0;6;4;141;-0.1;52;1.596;1.5;0.5;.249;42;40;.512;2006-2007
Detroit;61;3;1;0;0;4;3;145;4.2;63;1.601;1.8;0.6;.237;53;29;.646;2006-2007
Portland;61;1;3;0;0;1;3;135;-4.3;29;1.526;1.2;0.4;.241;32;50;.390;2006-2007
Chicago;61;3;3;2;0;4;10;126;5.0;28;1.601;1.4;0.5;.229;49;33;.598;2006-2007
San Antonio;60;8;1;0;0;2;8;129;8.4;25;1.605;1.6;0.5;.235;58;24;.707;2006-2007
Houston;59;3;3;1;0;3;5;124;4.9;27;1.586;1.5;0.5;.220;52;30;.634;2006-2007
New Jersey;58;17;6;0;0;6;0;157;-0.8;35;1.674;1.6;0.4;.245;41;41;.500;2006-2007
Milwaukee;55;2;3;1;0;3;1;129;-4.4;30;1.567;1.4;0.5;.209;28;54;.341;2006-2007
Sacramento;41;3;1;0;0;10;0;135;-1.8;32;1.566;1.4;0.6;.289;33;49;.402;2006-2007
Phoenix;133;12;1;1;1;3;5;149;5.5;1;1.635;2.1;0.5;.166;54;28;.659;2005-2006
L.A. Clippers;106;8;1;3;0;1;10;119;1.6;3;1.571;1.5;0.5;.263;47;35;.573;2005-2006
Philadelphia;96;5;15;3;0;12;15;125;-2.0;0;1.551;1.5;0.6;.270;38;44;.463;2005-2006
Utah;91;7;0;0;0;2;18;117;-2.6;0;1.646;1.4;0.4;.286;41;41;.500;2005-2006
Charlotte;88;10;1;0;0;18;7;125;-4.0;2;1.580;1.5;0.7;.233;26;56;.317;2005-2006
Golden State;85;4;3;3;0;8;6;124;-1.4;0;1.576;1.5;0.5;.232;34;48;.415;2005-2006
Sacramento;83;2;4;0;0;9;2;123;1.5;1;1.618;1.6;0.5;.262;44;38;.537;2005-2006
Minnesota;79;3;0;5;0;1;7;113;-1.9;0;1.594;1.5;0.5;.226;33;49;.402;2005-2006
Cleveland;79;7;10;0;0;5;6;124;2.2;1;1.536;1.4;0.5;.263;50;32;.610;2005-2006
Denver;78;14;4;6;0;6;19;139;0.2;3;1.624;1.6;0.6;.258;44;38;.537;2005-2006
Orlando;75;3;0;3;0;2;5;119;-1.1;1;1.514;1.2;0.4;.270;36;46;.439;2005-2006
Miami;75;6;4;1;0;4;10;128;3.9;4;1.557;1.5;0.5;.254;52;30;.634;2005-2006
Atlanta;74;5;4;0;0;0;10;122;-4.8;1;1.552;1.3;0.5;.255;26;56;.317;2005-2006
Detroit;72;5;1;3;0;2;12;117;6.7;3;1.661;2.2;0.6;.216;64;18;.780;2005-2006
San Antonio;71;6;0;2;0;2;7;125;6.8;1;1.574;1.6;0.5;.209;63;19;.768;2005-2006
New Jersey;71;10;6;0;0;3;1;118;1.4;2;1.678;1.7;0.5;.262;49;33;.598;2005-2006
Toronto;68;1;1;0;0;3;2;129;-3.0;3;1.529;1.5;0.5;.249;27;55;.329;2005-2006
Washington;68;3;11;1;0;6;2;137;1.9;1;1.512;1.4;0.6;.284;42;40;.512;2005-2006
New Orleans;65;5;0;0;0;8;1;120;-2.8;1;1.537;1.4;0.6;.257;38;44;.463;2005-2006
Dallas;64;2;1;0;0;3;9;127;6.1;2;1.500;1.4;0.6;.285;60;22;.732;2005-2006
Houston;64;3;2;1;0;2;2;128;-1.6;3;1.583;1.4;0.5;.240;34;48;.415;2005-2006
Memphis;61;5;2;0;0;5;7;116;3.7;1;1.578;1.5;0.6;.241;49;33;.598;2005-2006
L.A. Lakers;58;3;27;0;0;9;0;130;2.5;3;1.580;1.6;0.6;.245;45;37;.549;2005-2006
Chicago;56;3;0;2;0;2;1;127;0.6;2;1.601;1.5;0.4;.216;41;41;.500;2005-2006
Milwaukee;56;2;3;1;0;3;3;132;-1.0;0;1.594;1.5;0.5;.238;40;42;.488;2005-2006
Boston;52;2;4;0;0;7;6;124;-1.5;3;1.581;1.3;0.4;.263;33;49;.402;2005-2006
Seattle;51;0;3;1;0;5;0;152;-3.0;1;1.551;1.5;0.5;.246;35;47;.427;2005-2006
Indiana;49;5;0;0;0;3;7;120;1.9;1;1.585;1.3;0.5;.254;41;41;.500;2005-2006
New York;39;0;0;0;0;2;2;140;-6.4;3;1.520;1.0;0.4;.303;23;59;.280;2005-2006
Portland;37;2;0;0;0;1;10;116;-9.5;4;1.534;1.3;0.5;.214;21;61;.256;2005-2006
Phoenix;146;7;6;1;0;8;5;136;7.1;23;1.575;1.7;0.5;.222;62;20;.756;2004-2005
Cleveland;108;8;5;1;0;8;6;114;0.8;40;1.619;1.6;0.6;.244;42;40;.512;2004-2005
Charlotte;103;7;0;0;1;8;7;116;-6.0;28;1.606;1.5;0.6;.217;18;64;.220;2004-2005
L.A. Clippers;99;3;0;0;0;5;9;127;-0.8;17;1.650;1.5;0.5;.278;37;45;.451;2004-2005
L.A. Lakers;91;11;10;1;0;5;4;117;-3.0;34;1.578;1.4;0.4;.251;34;48;.415;2004-2005
Miami;88;8;2;1;0;2;7;125;6.5;30;1.578;1.6;0.5;.260;59;23;.720;2004-2005
Dallas;86;3;2;1;0;9;5;137;5.7;34;1.526;1.5;0.6;.273;58;24;.707;2004-2005
Denver;85;7;0;2;0;8;13;127;2.0;44;1.645;1.6;0.6;.267;49;33;.598;2004-2005
Minnesota;85;4;1;5;0;1;3;121;1.5;26;1.630;1.8;0.4;.219;44;38;.537;2004-2005
Sacramento;84;5;1;0;0;2;1;132;2.2;41;1.626;1.9;0.6;.226;50;32;.610;2004-2005
New York;83;0;3;1;0;2;1;135;-2.4;25;1.559;1.4;0.5;.239;33;49;.402;2004-2005
Golden State;78;1;3;2;0;7;5;134;-2.2;21;1.598;1.6;0.6;.201;34;48;.415;2004-2005
Portland;78;9;2;2;0;5;25;116;-4.0;38;1.595;1.3;0.4;.219;27;55;.329;2004-2005
Utah;75;2;0;0;0;0;11;128;-4.3;35;1.646;1.4;0.4;.273;26;56;.317;2004-2005
Orlando;73;3;0;3;0;8;3;129;-2.2;47;1.522;1.2;0.5;.265;36;46;.439;2004-2005
Detroit;71;5;0;0;0;1;8;117;3.9;54;1.627;1.6;0.5;.247;54;28;.659;2004-2005
San Antonio;67;8;2;0;0;5;12;136;7.8;13;1.606;1.6;0.5;.238;59;23;.720;2004-2005
Toronto;67;1;0;1;0;6;2;128;-1.6;25;1.566;1.5;0.6;.244;33;49;.402;2004-2005
Philadelphia;67;5;9;0;0;12;3;126;-0.7;20;1.580;1.3;0.6;.257;43;39;.524;2004-2005
Atlanta;67;0;0;0;0;2;3;139;-9.7;28;1.549;1.2;0.5;.212;13;69;.159;2004-2005
New Jersey;66;9;6;1;0;7;2;113;-1.5;26;1.644;1.5;0.6;.242;42;40;.512;2004-2005
Washington;66;3;6;0;0;17;3;122;-0.3;22;1.527;1.3;0.6;.264;45;37;.549;2004-2005
Houston;62;4;7;1;0;7;4;127;4.0;33;1.609;1.5;0.5;.242;51;31;.622;2004-2005
New Orleans;61;1;0;0;0;3;3;121;-7.1;28;1.634;1.4;0.5;.214;18;64;.220;2004-2005
Indiana;57;5;1;0;0;3;7;116;0.8;39;1.558;1.3;0.5;.283;44;38;.537;2004-2005
Chicago;54;1;0;4;0;2;5;121;1.1;22;1.612;1.3;0.4;.233;47;35;.573;2004-2005
Milwaukee;54;0;0;1;0;0;0;121;-3.0;20;1.580;1.5;0.5;.261;30;52;.366;2004-2005
Boston;50;3;0;0;0;4;3;134;0.9;48;1.594;1.4;0.5;.273;45;37;.549;2004-2005
Memphis;47;3;0;0;0;1;7;117;2.3;25;1.612;1.4;0.6;.243;45;37;.549;2004-2005
Seattle;36;1;1;1;0;3;2;129;2.3;50;1.516;1.3;0.5;.259;52;30;.634;2004-2005
New Orleans;115;5;0;1;0;15;1;120;-0.1;45;1.619;1.4;0.6;.220;41;41;.500;2003-2004
Dallas;107;3;2;0;0;2;4;127;4.4;39;1.591;2.0;0.7;.204;52;30;.634;2003-2004
Cleveland;100;4;1;3;0;4;15;115;-2.6;17;1.619;1.5;0.5;.226;35;47;.427;2003-2004
San Antonio;98;11;1;5;0;5;17;117;7.2;21;1.590;1.4;0.6;.219;57;25;.695;2003-2004
Minnesota;96;8;0;8;0;0;6;121;5.5;47;1.623;1.8;0.5;.207;58;24;.707;2003-2004
Golden State;94;5;0;7;0;10;6;119;-0.7;21;1.585;1.4;0.5;.226;37;45;.451;2003-2004
L.A. Lakers;92;8;3;3;0;7;6;122;3.9;54;1.643;1.7;0.6;.244;56;26;.683;2003-2004
Indiana;85;11;0;1;0;12;10;114;5.8;39;1.644;1.5;0.6;.243;61;21;.744;2003-2004
New Jersey;84;11;0;2;0;11;0;120;2.5;36;1.714;1.7;0.6;.219;47;35;.573;2003-2004
Phoenix;83;8;1;0;0;13;5;123;-3.7;25;1.536;1.3;0.6;.209;29;53;.354;2003-2004
L.A. Clippers;81;5;1;2;0;6;7;120;-4.6;33;1.587;1.2;0.4;.275;28;54;.341;2003-2004
Philadelphia;81;8;3;0;0;3;11;122;-2.5;23;1.611;1.3;0.5;.242;33;49;.402;2003-2004
Portland;79;2;0;1;0;3;18;115;-1.3;39;1.610;1.5;0.5;.195;41;41;.500;2003-2004
New York;78;3;1;0;0;4;4;121;-1.5;27;1.588;1.3;0.5;.211;39;43;.476;2003-2004
Miami;76;1;0;0;0;9;1;125;0.5;35;1.573;1.4;0.5;.227;42;40;.512;2003-2004
Sacramento;74;5;1;0;0;5;1;130;5.0;38;1.694;1.9;0.6;.242;55;27;.671;2003-2004
Memphis;73;4;0;0;0;5;6;136;2.4;45;1.646;1.6;0.7;.234;50;32;.610;2003-2004
Denver;70;8;1;4;0;9;15;124;1.1;30;1.599;1.4;0.6;.245;43;39;.524;2003-2004
Atlanta;69;2;2;0;0;5;17;138;-4.6;34;1.583;1.2;0.5;.235;28;54;.341;2003-2004
Toronto;68;2;3;1;0;3;4;121;-3.0;27;1.593;1.4;0.5;.195;33;49;.402;2003-2004
Houston;67;4;1;1;0;4;7;123;1.7;39;1.577;1.2;0.4;.221;45;37;.549;2003-2004
Chicago;64;3;2;2;0;1;2;114;-6.4;31;1.641;1.4;0.5;.197;23;59;.280;2003-2004
Washington;63;5;2;0;0;11;2;124;-5.6;26;1.557;1.1;0.5;.241;25;57;.305;2003-2004
Detroit;63;13;1;3;0;6;20;115;5.8;42;1.620;1.4;0.5;.247;54;28;.659;2003-2004
Utah;61;9;0;1;0;2;22;110;-1.2;31;1.621;1.3;0.4;.266;42;40;.512;2003-2004
Milwaukee;60;3;2;0;0;2;4;127;1.1;14;1.630;1.7;0.5;.255;41;41;.500;2003-2004
Orlando;58;0;8;0;0;3;2;124;-7.0;22;1.545;1.4;0.5;.218;21;61;.256;2003-2004
Boston;52;3;1;1;0;5;2;137;-1.5;26;1.592;1.3;0.6;.245;36;46;.439;2003-2004
Seattle;38;1;4;0;0;2;3;124;-0.6;27;1.606;1.5;0.6;.207;37;45;.451;2003-2004
Phoenix;105;5;5;1;0;11;3;118;1.1;22;1.572;1.4;0.6;.211;44;38;.537;2002-2003
Minnesota;105;12;1;5;0;4;7;119;2.1;27;1.653;1.8;0.5;.206;51;31;.622;2002-2003
Indiana;103;7;1;2;0;5;9;140;3.5;37;1.656;1.6;0.6;.263;48;34;.585;2002-2003
Golden State;101;3;3;3;0;5;18;135;-1.1;23;1.559;1.3;0.5;.267;38;44;.463;2002-2003
Dallas;95;5;2;1;0;2;13;129;7.8;33;1.581;1.9;0.7;.213;60;22;.732;2002-2003
San Antonio;93;14;0;7;0;4;16;124;5.4;28;1.563;1.3;0.5;.253;60;22;.732;2002-2003
Sacramento;89;9;0;0;0;11;11;126;6.5;18;1.627;1.7;0.6;.196;59;23;.720;2002-2003
L.A. Clippers;86;10;0;3;0;4;11;126;-4.1;30;1.566;1.2;0.4;.252;27;55;.329;2002-2003
Memphis;86;6;0;0;0;4;9;128;-3.2;17;1.621;1.5;0.5;.212;28;54;.341;2002-2003
L.A. Lakers;84;13;22;1;0;9;8;126;2.3;23;1.618;1.6;0.5;.228;50;32;.610;2002-2003
Atlanta;84;6;0;1;0;6;22;119;-3.6;13;1.587;1.2;0.4;.248;35;47;.427;2002-2003
Philadelphia;83;4;5;2;0;21;0;119;2.3;11;1.595;1.5;0.7;.263;48;34;.585;2002-2003
Cleveland;75;1;3;1;0;3;6;133;-9.6;21;1.601;1.1;0.4;.223;17;65;.207;2002-2003
Chicago;72;5;0;1;0;3;4;119;-5.1;21;1.596;1.3;0.4;.217;30;52;.366;2002-2003
New Orleans;72;4;2;1;0;2;3;125;2.1;21;1.620;1.5;0.5;.219;47;35;.573;2002-2003
New Jersey;72;10;1;1;0;8;2;122;5.2;18;1.649;1.6;0.6;.252;49;33;.598;2002-2003
Utah;70;1;1;0;0;5;9;118;2.4;22;1.727;1.5;0.5;.283;47;35;.573;2002-2003
Houston;65;10;1;0;0;6;10;121;1.5;21;1.530;1.2;0.5;.243;43;39;.524;2002-2003
Toronto;62;1;1;1;0;8;4;122;-5.9;21;1.556;1.3;0.5;.203;24;58;.293;2002-2003
Seattle;56;2;2;0;0;5;1;119;-0.1;14;1.615;1.6;0.6;.201;40;42;.488;2002-2003
Miami;54;1;0;1;0;5;0;116;-5.0;11;1.558;1.3;0.5;.198;25;57;.305;2002-2003
Boston;52;3;5;0;0;6;0;125;-0.4;27;1.583;1.4;0.6;.227;44;38;.537;2002-2003
Washington;49;1;3;0;0;5;4;118;-1.0;22;1.572;1.5;0.6;.253;37;45;.451;2002-2003
Orlando;48;1;11;0;0;4;2;125;0.1;19;1.569;1.4;0.6;.239;42;40;.512;2002-2003
New York;47;3;2;1;0;4;3;125;-1.4;8;1.607;1.6;0.5;.196;37;45;.451;2002-2003
Denver;45;3;0;0;0;7;1;108;-8.3;23;1.646;1.1;0.5;.198;17;65;.207;2002-2003
Milwaukee;45;3;0;0;0;4;3;140;0.2;15;1.599;1.7;0.6;.222;42;40;.512;2002-2003
Portland;42;0;0;1;0;9;2;125;2.6;33;1.623;1.5;0.6;.223;50;32;.610;2002-2003
Detroit;35;7;0;16;0;1;17;118;3.7;21;1.600;1.5;0.5;.248;50;32;.610;2002-2003
L.A. Clippers;107;6;0;3;0;1;10;119;-0.5;0;1.577;1.4;0.4;.225;39;43;.476;2001-2002
Minnesota;103;4;0;3;0;1;4;127;3.4;0;1.628;1.8;0.5;.203;50;32;.610;2001-2002
Memphis;103;3;0;1;0;8;8;122;-7.4;0;1.625;1.3;0.5;.204;23;59;.280;2001-2002
San Antonio;100;9;1;2;0;4;13;123;6.2;0;1.564;1.4;0.5;.262;58;24;.707;2001-2002
Philadelphia;95;6;9;2;0;10;10;116;1.6;0;1.584;1.3;0.6;.255;43;39;.524;2001-2002
Phoenix;95;4;0;0;0;8;3;118;-0.7;0;1.593;1.5;0.6;.180;36;46;.439;2001-2002
Cleveland;92;6;1;0;1;6;3;123;-3.3;0;1.641;1.6;0.5;.232;29;53;.354;2001-2002
Indiana;91;9;1;0;1;10;8;140;0.3;0;1.642;1.5;0.5;.253;42;40;.512;2001-2002
Dallas;88;2;1;4;0;4;6;141;4.3;0;1.566;1.8;0.6;.232;57;25;.695;2001-2002
Charlotte;86;8;0;2;0;10;8;116;1.0;0;1.608;1.5;0.6;.238;44;38;.537;2001-2002
Portland;85;1;0;0;0;3;1;132;3.0;0;1.641;1.6;0.6;.218;49;33;.598;2001-2002
Atlanta;81;2;3;0;0;5;5;128;-4.2;0;1.570;1.3;0.5;.225;33;49;.402;2001-2002
Utah;80;4;0;1;0;10;11;114;0.9;0;1.697;1.5;0.6;.291;44;38;.537;2001-2002
Sacramento;78;2;0;0;0;7;2;133;7.6;1;1.599;1.7;0.7;.231;61;21;.744;2001-2002
Golden State;78;4;1;4;0;9;20;117;-5.4;0;1.569;1.2;0.5;.242;21;61;.256;2001-2002
New Jersey;77;13;0;0;0;4;6;125;4.2;0;1.654;1.7;0.6;.206;52;30;.634;2001-2002
Denver;74;5;1;0;0;7;14;110;-5.8;0;1.623;1.5;0.5;.190;27;55;.329;2001-2002
Toronto;73;8;4;1;0;5;9;117;-0.4;0;1.609;1.5;0.6;.189;42;40;.512;2001-2002
L.A. Lakers;71;5;8;0;0;2;10;127;7.1;0;1.597;1.8;0.6;.218;58;24;.707;2001-2002
Seattle;70;3;1;0;0;10;2;126;3.0;0;1.615;1.7;0.6;.189;45;37;.549;2001-2002
New York;70;4;5;5;0;2;3;129;-4.0;0;1.611;1.4;0.5;.216;30;52;.366;2001-2002
Boston;69;4;2;0;0;13;1;130;2.2;0;1.604;1.5;0.7;.223;49;33;.598;2001-2002
Miami;66;4;0;0;0;4;8;120;-1.5;0;1.594;1.4;0.4;.194;36;46;.439;2001-2002
Houston;65;5;2;0;0;3;9;124;-4.9;0;1.522;1.3;0.5;.211;28;54;.341;2001-2002
Detroit;58;11;1;5;0;6;25;124;2.1;0;1.620;1.5;0.5;.235;50;32;.610;2001-2002
Orlando;54;1;6;0;0;5;2;129;1.6;0;1.584;1.6;0.6;.210;44;38;.537;2001-2002
Chicago;43;1;1;0;0;8;2;114;-8.5;0;1.646;1.4;0.5;.218;21;61;.256;2001-2002
Milwaukee;42;3;1;0;0;4;0;127;-0.2;0;1.607;1.6;0.5;.201;41;41;.500;2001-2002
Washington;42;0;5;0;0;3;2;116;-1.4;0;1.584;1.6;0.5;.214;37;45;.451;2001-2002
Denver;125;5;2;7;2;1;16;122;-2.5;0;1.661;1.7;0.5;.211;40;42;.488;2000-2001
Golden State;112;8;4;1;0;16;16;125;-9.0;0;1.609;1.4;0.6;.199;17;65;.207;2000-2001
San Antonio;112;18;1;6;0;3;24;124;7.8;0;1.617;1.5;0.5;.267;58;24;.707;2000-2001
Toronto;103;8;4;0;0;0;12;120;2.3;0;1.657;1.9;0.6;.213;47;35;.573;2000-2001
Sacramento;101;8;4;1;0;13;10;130;5.8;0;1.591;1.5;0.6;.230;55;27;.671;2000-2001
L.A. Lakers;101;13;8;2;0;6;15;125;3.4;0;1.607;1.6;0.5;.238;56;26;.683;2000-2001
Minnesota;99;10;1;1;0;10;7;122;1.4;0;1.662;1.8;0.6;.199;47;35;.573;2000-2001
Phoenix;97;12;3;0;0;11;4;117;2.2;0;1.647;1.5;0.6;.221;51;31;.622;2000-2001
Dallas;94;8;0;1;0;6;24;122;4.3;0;1.564;1.5;0.5;.231;53;29;.646;2000-2001
Indiana;92;13;2;1;1;4;19;118;-0.2;0;1.623;1.4;0.4;.239;41;41;.500;2000-2001
Miami;87;2;0;1;0;6;3;114;2.3;0;1.605;1.5;0.6;.227;50;32;.610;2000-2001
Philadelphia;86;12;17;2;0;7;24;121;4.3;0;1.583;1.3;0.5;.262;56;26;.683;2000-2001
Atlanta;86;11;0;8;0;9;11;124;-5.2;0;1.542;1.1;0.5;.206;25;57;.305;2000-2001
Charlotte;86;8;0;0;0;10;6;116;2.1;0;1.679;1.6;0.6;.246;46;36;.561;2000-2001
Utah;74;2;1;1;0;7;10;125;4.7;0;1.713;1.6;0.5;.273;53;29;.646;2000-2001
Vancouver;73;1;0;3;0;1;3;120;-5.7;0;1.662;1.5;0.5;.223;23;59;.280;2000-2001
Houston;72;3;1;1;0;6;4;127;2.3;0;1.548;1.3;0.5;.244;45;37;.549;2000-2001
Cleveland;72;0;0;0;0;1;4;124;-4.2;0;1.591;1.3;0.5;.239;30;52;.366;2000-2001
Chicago;69;1;0;1;0;13;3;122;-9.1;0;1.665;1.4;0.5;.220;15;67;.183;2000-2001
Boston;66;5;9;0;0;6;2;116;-2.1;0;1.616;1.3;0.6;.250;36;46;.439;2000-2001
L.A. Clippers;66;5;0;0;0;2;6;123;-2.9;0;1.547;1.2;0.4;.221;31;51;.378;2000-2001
Seattle;61;5;1;0;0;5;1;127;0.0;0;1.592;1.4;0.5;.219;44;38;.537;2000-2001
Portland;56;5;1;0;0;4;5;122;4.2;0;1.653;1.6;0.5;.225;50;32;.610;2000-2001
Milwaukee;55;3;5;0;0;4;0;126;3.9;0;1.593;1.6;0.6;.217;52;30;.634;2000-2001
Detroit;54;2;8;10;0;7;10;129;-1.7;0;1.558;1.2;0.5;.234;32;50;.390;2000-2001
New Jersey;52;4;2;0;0;3;6;126;-5.0;0;1.576;1.3;0.5;.249;26;56;.317;2000-2001
Orlando;49;2;5;0;0;5;2;123;1.0;0;1.598;1.4;0.5;.215;43;39;.524;2000-2001
New York;46;3;0;2;0;1;5;117;2.6;0;1.552;1.3;0.5;.222;48;34;.585;2000-2001
Washington;44;2;2;0;0;4;4;119;-6.7;0;1.581;1.2;0.5;.264;19;63;.232;2000-2001
San Antonio;113;9;2;1;0;4;11;127;5.9;0;1.616;1.5;0.5;.258;53;29;.646;1999-2000
Denver;104;8;2;3;1;2;18;135;-2.1;0;1.625;1.5;0.4;.222;35;47;.427;1999-2000
Charlotte;103;6;0;2;0;16;9;119;2.7;0;1.689;1.7;0.6;.285;49;33;.598;1999-2000
Golden State;103;3;2;4;0;12;7;122;-8.3;0;1.618;1.4;0.6;.210;19;63;.232;1999-2000
Sacramento;99;8;0;2;0;6;2;130;2.9;0;1.596;1.5;0.6;.209;44;38;.537;1999-2000
Miami;92;16;1;0;0;2;28;128;3.1;0;1.649;1.6;0.5;.208;52;30;.634;1999-2000
Philadelphia;91;10;8;1;0;9;14;124;1.3;0;1.607;1.4;0.6;.233;49;33;.598;1999-2000
Minnesota;91;4;1;4;0;3;2;123;2.5;0;1.684;1.9;0.5;.200;50;32;.610;1999-2000
Seattle;87;4;3;0;0;8;1;127;1.0;0;1.604;1.6;0.6;.196;45;37;.549;1999-2000
L.A. Lakers;86;14;10;9;0;1;22;130;8.5;0;1.612;1.7;0.5;.241;67;15;.817;1999-2000
Vancouver;84;1;1;2;0;3;2;116;-5.6;0;1.588;1.2;0.4;.247;22;60;.268;1999-2000
Phoenix;83;9;1;0;0;13;7;129;5.2;0;1.678;1.5;0.5;.217;53;29;.646;1999-2000
New Jersey;82;1;1;2;0;8;6;131;-1.0;0;1.567;1.5;0.6;.233;31;51;.378;1999-2000
Atlanta;78;15;0;13;0;3;17;116;-5.4;0;1.516;1.2;0.4;.217;28;54;.341;1999-2000
Dallas;77;7;0;1;0;4;15;125;-0.6;0;1.567;1.6;0.5;.200;40;42;.488;1999-2000
Cleveland;76;5;0;0;0;8;1;127;-3.5;0;1.652;1.4;0.5;.245;32;50;.390;1999-2000
Utah;74;3;1;0;0;7;8;119;4.5;0;1.689;1.7;0.5;.260;55;27;.671;1999-2000
Houston;71;4;0;2;0;4;5;123;-0.9;0;1.591;1.2;0.4;.236;34;48;.415;1999-2000
Boston;70;3;0;0;0;10;2;121;-0.8;0;1.570;1.4;0.6;.236;35;47;.427;1999-2000
L.A. Clippers;68;7;0;1;0;2;6;114;-11.5;0;1.514;1.1;0.4;.202;15;67;.183;1999-2000
Toronto;66;1;2;0;0;5;8;123;-0.2;0;1.653;1.7;0.6;.230;45;37;.549;1999-2000
Washington;62;1;0;0;0;3;4;129;-3.3;0;1.588;1.3;0.5;.234;29;53;.354;1999-2000
Milwaukee;59;2;0;0;0;5;5;137;0.2;0;1.583;1.5;0.5;.228;42;40;.512;1999-2000
Indiana;57;2;0;1;0;2;3;136;4.6;0;1.609;1.6;0.5;.245;56;26;.683;1999-2000
Detroit;55;1;5;1;0;5;0;131;1.4;0;1.561;1.3;0.5;.295;42;40;.512;1999-2000
Chicago;55;3;1;0;0;2;5;110;-9.4;0;1.641;1.1;0.4;.240;17;65;.207;1999-2000
New York;52;5;0;1;0;1;7;120;1.5;0;1.548;1.3;0.4;.221;50;32;.610;1999-2000
Portland;51;4;0;0;0;6;4;131;6.4;0;1.637;1.5;0.5;.240;59;23;.720;1999-2000
Orlando;44;5;0;2;0;7;7;129;0.7;0;1.539;1.2;0.5;.224;41;41;.500;1999-2000
Houston;75;6;0;1;0;8;4;120;2.3;0;1.603;1.3;0.5;.228;31;19;.620;1998-1999
San Antonio;71;8;0;1;0;1;10;121;8.1;0;1.633;1.5;0.6;.259;37;13;.740;1998-1999
Sacramento;71;7;0;3;0;7;3;119;-0.4;0;1.589;1.3;0.5;.205;27;23;.540;1998-1999
Denver;68;4;2;4;0;2;5;120;-6.6;0;1.576;1.3;0.5;.253;14;36;.280;1998-1999
New Jersey;59;5;1;2;1;16;5;121;-3.8;0;1.546;1.2;0.7;.231;16;34;.320;1998-1999
Minnesota;57;8;1;0;0;6;6;116;0.4;0;1.663;1.9;0.7;.196;25;25;.500;1998-1999
Charlotte;54;2;0;0;0;14;1;133;-0.1;0;1.664;1.4;0.6;.278;26;24;.520;1998-1999
Seattle;53;4;0;0;0;5;0;119;-1.1;0;1.619;1.4;0.5;.232;25;25;.500;1998-1999
Miami;52;12;0;1;0;1;19;102;5.0;0;1.631;1.4;0.4;.260;33;17;.660;1998-1999
Phoenix;52;11;0;0;0;9;1;115;2.3;0;1.695;1.8;0.7;.231;27;23;.540;1998-1999
Philadelphia;49;7;2;1;0;11;13;114;2.1;0;1.564;1.1;0.7;.276;28;22;.560;1998-1999
Dallas;48;3;0;0;0;1;11;112;-2.4;0;1.527;1.3;0.5;.218;19;31;.380;1998-1999
L.A. Lakers;48;3;1;1;0;4;3;119;3.0;0;1.595;1.5;0.5;.261;31;19;.620;1998-1999
Washington;48;4;0;0;0;4;4;113;-2.2;0;1.602;1.4;0.5;.213;18;32;.360;1998-1999
Atlanta;47;7;0;3;0;3;9;114;2.9;0;1.508;1.1;0.5;.277;31;19;.620;1998-1999
Golden State;47;1;0;0;0;3;1;114;-2.5;0;1.599;1.4;0.5;.190;21;29;.420;1998-1999
Orlando;46;1;1;0;0;11;5;115;2.6;0;1.632;1.3;0.6;.222;33;17;.660;1998-1999
Boston;41;2;0;0;0;9;3;131;-1.9;0;1.591;1.3;0.6;.179;19;31;.380;1998-1999
Cleveland;39;1;0;0;0;7;0;116;-1.7;0;1.700;1.4;0.6;.285;22;28;.440;1998-1999
Utah;38;3;0;0;0;2;7;120;6.5;0;1.715;1.5;0.5;.320;37;13;.740;1998-1999
